XID,How Long do you stay here,Project name,Review
R111505,1 Year,The Prestige City,"Overshowcase...Just launched but great work on marketing and paid reviews. I have an excellent experience of prestige in Bangalore but in mulund all their rules policies values have changed. Firstly here they don't have their own land. Already in trouble for acquiring forest land.Extremely rude, lazy, ungroomed staff and male staff mainly busy in checking out ladies. Also the sales staff on table willingly shares other developers layouts and costsheets.Also they have a clause at the end of cost sheet in non readable font size stating if by any reason project gets stucked then we dont owe you anything. Pricing,carpet, quality same as l&t, piramal,wadhwa but rest developers can show the actual tower in work which is not present here. They have all the economic and configuration type in 1 tower i.e 1,2,3 bhks are on same floor."
R111505,1 Year,The Prestige City,"Congested and troublesome staff.
They daily annoy with sales call .
Till now I blocked almost 45 numbers from them.
They are pathetic and I should not have visited their site 😭"
R111505,1 Year,The Prestige City,Don't buy apartment in prestige because their staff are illiterate and they're abusive
R111505,>3 Years ,The Prestige City,"One of the most reputed builders from Bengaluru, with some really great projects executed in the South. Tied up with Hafeez Contractor as architects and L&T for construction, expectations are sky high for their first foray in Mumbai. Sales office and show flats are amazing, and if they can translate this level of execution and finish to the entire project, they'll have an absolute winner on their hands"
R111505,2 Years ,The Prestige City,According to me India's number one project Prestige City Prestige group first time in Mulund West lifetime view of yogi hills everything is best in this project the biggest township residential commercial hospital school temple overall 5 star project if Google Allow me 10 /10 👍
R111505,1 Year ,The Prestige City,I was really interested and been thr for second time. I initially planned 2.5 but today lived the three bhk one and was about to pay token. Me doshi the salegiy said they are sold out . Sold out means for next 4years they dnt hv a job
R111505,1 Year,The Prestige City,"A promising new community living project by one of the best developers in the country. Tucked away near Yogi Hills-Mulund west, this project has some amazing views. Hafeez Contractor + Prestige Group = a winning combination.
The Customer Experience Centre is probably the best in the city. Worth a visit."
R111505,1 Year,The Prestige City,f visit on weekend they will negotiate you as much they can booking is going on…
R111505,1 Year,The Prestige City,"Great place to have your dream home
Luxurious apartments with elegant view and premium location."
R111505,1 Year,The Prestige City,I really like this location cause there’s good location for photography…
R111505,1 Year,The Prestige City,Always trust Prestige to bring much needed freshness in Mumbai’s Real Estate Industry.
R111505,1 Year,The Prestige City,"A trust they buld in you, for your future home, that's just awesome.."
R869036,1 Year,Gem Nakshathra ,"Purchasing a flat here now feels like a decision that didn’t fully meet our expectations. We bought the flat in January 2022, but the project progressed at a very slow pace. After numerous follow-ups and requests, we finally received the handover, though only with basic amenities in place.

It’s been nearly a year, and there are still challenges with the Gem management, particularly in how they handle resident queries. There’s hope that things might improve in 2-3 years, especially after Towers B and C are handed over to their respective owners.

That said, given the price we paid, it’s unlikely we could have found a similar option in this location. Hence, Overall I’d rate it 3 stars. "
R869036,3 Years,Gem Nakshathra ,"Single statement: Need to improve a lot. Beware ⚠️⚠️. If you haven't bought the flat yet, then think 1000 times before buying it here....if you have bought a flat already, welcome to the club."
R869036,>3 Years,Gem Nakshathra ,"Project looks promising at a great locality for a decently affordable price.
Booked a flat in Block C. At the moment (Jan 2024), it is work in progress at a decent pace. Looking forward to the timely completion."
R869036,>3 Years,Gem Nakshathra ,"1. Project location is very very good .

2.As per RERA completion date is 2026 August for B , C towers .

3. Quality wise good but work progress is slow. Not Mivan construction its a block work.

4. After lot of research I booked in 2021 and management committed to handover in 2024  .. but it's going to handover In 2026.

5.very near to upcoming IT area neopolis and GAR projects , prestige IT tower , high rise residentials etc..

6.project front side 100 feet road connectivity from neopolis yet to develop .

4.walkble distance from upcoming 400 feet hare krishna  temple ( completion by 2028 ).

5. Price wise good compared to other projects in that location .

6. I think By 2026 area will get change totally. By 2030 kokapet will become most busiest area .."
R869036,1 Year,Gem Nakshathra ,"Updated 2024 - handover is done for  tower A . Quality is ok and fittings as well with clubhouse work pending .
Proper community  Maintainence not up to the mark and hopefully it will be stable .

Updated 2023 - management is least bothered about old flat buyers and don’t engage them actively.
Very poor transparency -about communicating delays in project ,they need introspect this else will be lost lose situation.

2019-
I am one the first buyer of flat  here in 2019,  the customer experience has been very good and their main office( GEM VIVENDAS) is at kondapur,
This place is good for investment and sales team at the site are also very patient and reachable.

The company is experienced builder and this is a focussed and big project for them and they will have to beat tough competition with big projects near to it.

Yes, there have been delays due to covid like every project and it is picked up later and this could be one of good community in future.
With right price it could be very good investment specially in kokapet.

My review shall be edited in the next few years as per the construction progress."
R869036,1 Year,Gem Nakshathra ,"Project got delayed.
We booked flat 3 years back. While booking, they committed to complete by April 2022..but due to Covid, they extended project to Dec'22. But now again they extended delivery by 6 more months...by looking at remaining work and the speed they are doing work, I still doubt they could complete by April'23.
Please complete project ASAP"
R869036,>3 Years,Gem Nakshathra ,"Update as of 18 Aug 2023:

Delayed again. They are unable to install and operate one Service lift since past 8 months. Management has no clue on the delay and communication is absolutely zero. Very very pathetic and sluggish attitude.

Update as of 22 Feb 2023:

Disappointed!!
Project seems to have a significant delay despite getting extended by 1 year due to covid. They are now committing to start registrations(floor by floor) in Tower A from April 2023 which still seems to be an aggressive timeline based on the pending works.  Communication on regular updates is also very scarce. Apart from the so called quarterly news letters there's nothing solid to gain investors confidence.

####

After a lot of thought & research, we landed on GEM Nakshatra and we don't regret it one bit. Project is going on at a decent pace. Last I heard, they are planning to start other tower construction (adjacent to the ongoing one) very soon.

Location:

A wide 120ft road is approved in the front. This area is one of the happening places in Hyderabad currently. There are a lot of high rise buildings coming up not far from this project, both commercial and residential like Rajapushpa West Avenue, Prestige Tranquil, The crown by SAS etc.

Builder & Experience:

Builder has been around in the construction field for quite some time and has executed few projects successfully. Our experience with them is quite smooth and happy so far. Staff are super courteous,  extends greetings with a warm smile and addresses all our queries happily.

Price has also been relatively reasonable."
